ticker,AAPL,MSFT,NVDA,GOOGL,AMZN,META,TSLA,AVGO,AMD,ORCL,CRM,ADBE,QCOM,TXN,IBM,CSCO,INTU,NOW,INTC,MU,AMAT,PANW,PLTR,SNOW,LLY,UNH,JNJ,ABBV,MRK,AMGN,GILD,REGN,VRTX,MDT,BMY,PFE,SYK,ISRG,TMO,ABT,ELV,CI,ZTS,JPM,BAC,GS,MS,WFC,V,MA,BLK,AXP,C,BRK-B,SPGI,MCO,WMT,HD,MCD,COST,SBUX,NKE,LOW,TGT,KO,PEP,PG,PM,MDLZ,XOM,CVX,COP,SLB,EOG,PSX,GE,CAT,BA,RTX,HON,UNP,DE,ETN,LMT,NOC,DIS,T,VZ,CMCSA,NFLX,SPY,QQQ,IWM,VTI,VOO,VEA,EEM,TLT,BND,AGG,HYG,XLF,XLE,XLK,XLV,XLI,VNQ,SCHD,VIG,JEPI,ARKK,GLD,IAU,SLV,SPXL,TQQQ,SOXL
PEP,0.006072,-0.015339,-0.01812,0.000184,-0.008509,-0.014483,-0.006356,-0.01995,-0.01151,-0.026274,-0.026942,-0.015108,0.005044,0.013735,-0.00828,0.007175,-0.035018,-0.033686,0.005023,-0.020628,-0.008826,-0.030258,-0.03846,-0.046581,0.013198,-0.009332,0.028824,0.015738,0.0269,0.023241,0.031893,0.019864,0.013076,0.017887,0.028354,0.01574,0.009634,-0.0116,-0.000189,0.012025,-0.000202,0.007255,0.032866,0.001113,-0.002949,-0.003735,-0.008213,-0.002307,-0.003643,-0.005172,-0.005156,-0.007158,-0.008197,0.0119,-0.015992,-0.009338,0.023172,0.024345,0.030408,0.013122,0.007989,0.010214,0.023708,0.013552,0.028318,0.0576,0.026206,0.02175,0.033336,0.01766,0.010861,0.008774,0.0159,0.013185,0.006184,0.005672,0.010604,0.002493,0.006831,0.016543,0.017113,0.02147,0.009376,0.002388,0.012616,0.018059,0.015259,0.022205,0.017095,0.005177,0.000162,-0.004217,0.00256,0.0003,5.7e-05,0.009449,0.006383,0.003927,0.003981,0.004674,0.0025,-0.001508,0.0112,-0.011614,0.027667,0.011602,0.013541,0.015575,0.007556,0.005576,-0.015461,0.005917,0.006561,0.004834,-4.1e-05,-0.012678,-0.023515
PG,0.009326,-0.013093,-0.008855,0.008111,0.003834,0.007227,0.001353,-0.020601,-0.006623,-0.041345,-0.024958,-0.010008,0.008225,0.018294,-0.010828,-0.008004,-0.022939,-0.02863,0.009458,-0.009263,-0.001362,-0.017513,-0.042072,-0.045486,0.020264,0.003178,0.024465,0.019773,0.030787,0.020563,0.029197,0.023716,0.031361,0.021341,0.023856,0.014463,0.019603,0.006204,0.002323,0.016959,0.009046,0.006385,0.046389,-0.00084,-0.000214,0.000844,-0.008337,-0.002454,0.002994,0.007063,0.007952,-0.002631,-0.003716,0.017867,-0.003999,2.4e-05,0.022701,0.033371,0.032283,0.016121,0.005886,0.013799,0.033082,0.009832,0.02669,0.026206,0.053361,0.026597,0.031294,-0.005451,-0.011573,-0.019108,0.018703,-0.018529,-0.016776,0.018973,0.012614,0.013797,0.006443,0.023514,0.017393,0.020738,0.010854,-0.003118,0.007416,0.016632,0.015561,0.017149,0.014693,-0.003171,0.004319,0.001337,0.006002,0.004424,0.005485,0.017755,0.017581,0.008038,0.007121,0.008158,0.00498,0.003437,-0.008175,-0.006888,0.039919,0.017907,0.015253,0.011207,0.009629,0.006823,-0.005478,0.011398,0.012794,0.016798,0.014451,0.003348,-0.002356
PM,0.013633,-0.005278,-0.009887,0.002165,-0.004842,-0.004452,-0.008344,-0.006579,-0.017583,-0.016441,-0.022989,-0.003814,-0.010393,0.020605,-0.010177,-0.009294,-0.014591,-0.034046,-0.04655,-0.004993,0.006137,-0.016129,-0.025506,-0.012527,0.025701,-0.005781,0.029568,0.005647,0.029742,0.017399,0.039953,0.017993,0.015842,0.022815,0.010498,0.000932,0.016356,0.021122,-0.014019,0.018433,0.005755,0.010758,0.028222,0.004731,-0.003431,0.00455,0.001964,0.002562,0.002359,0.001696,0.017233,0.001425,-0.006485,0.009478,0.007485,0.004206,0.02703,0.022173,0.036654,0.017425,0.002688,0.014796,0.018615,-0.009162,0.023824,0.02175,0.026597,0.097969,0.029157,0.020325,0.010241,0.006351,0.015993,-0.004813,-0.006093,0.009783,0.015399,0.026831,0.010127,0.012676,0.01487,0.019712,0.01612,0.005229,0.006125,0.012061,0.019731,0.011771,0.033926,0.001042,0.004191,0.000502,0.0047,0.004385,0.005212,0.017326,0.014769,0.008176,0.005699,0.006756,0.004114,0.005515,0.011042,-0.004993,0.034457,0.014772,0.013033,0.011562,0.011653,0.007016,-0.00145,0.008018,0.00898,0.017565,0.013857,0.000627,-0.009908
MDLZ,0.003851,-0.017179,-0.023492,0.001405,0.000465,-0.007859,-0.008521,-0.020446,0.000248,-0.034424,-0.033083,-0.015488,0.010721,0.025949,-0.014654,0.013051,-0.021212,-0.042704,0.011197,-0.004074,-0.001876,-0.028467,-0.046826,-0.050579,0.003266,-0.002178,0.020423,0.022615,0.036761,0.014606,0.02562,0.007971,0.001237,0.020945,0.016788,0.013971,0.016211,-0.007288,-0.001299,0.014853,0.011029,0.021535,0.046217,-0.003074,-0.005473,-0.004579,-0.013792,0.001362,0.009727,0.006464,0.005558,-0.013641,-0.012982,0.011721,-0.000394,0.004034,0.023538,0.030646,0.027822,0.018392,0.01871,0.009567,0.030216,0.012801,0.0328,0.033336,0.031294,0.029157,0.086671,0.027971,0.014546,0.012257,0.029062,0.015013,0.010954,0.00986,0.010973,0.016992,0.009598,0.012374,0.019223,0.014547,0.013591,0.00841,0.01435,0.010279,0.018893,0.018506,0.018744,0.004631,0.002096,-0.000629,0.004931,0.002333,0.002567,0.015184,0.013921,0.006105,0.004792,0.005873,0.003396,0.000399,0.019033,-0.008568,0.028116,0.018171,0.016047,0.016613,0.010413,0.008286,-0.012868,0.0064,0.007181,0.005711,0.00659,-0.002349,0.00937
XOM,-0.006886,-0.018942,-0.023544,-0.031473,-0.02529,-0.027531,-0.015533,-0.028661,-0.027778,-0.008475,-0.018136,-0.011185,-0.006793,-0.001274,-0.010782,0.009388,-0.011522,-0.015439,-0.036426,-0.043416,-0.043133,-0.021082,-0.011452,-0.024763,-0.020215,-0.002708,0.002918,-0.004476,0.000172,-0.00488,0.00155,-0.012784,-0.035205,0.000431,-0.01402,-0.001319,-0.015488,-0.022072,-0.008641,-0.007149,-0.004856,0.014763,-0.011132,-0.006433,-0.011246,-0.027882,-0.019735,-0.001341,0.000145,-0.002767,-0.017302,-0.008931,-0.024467,0.004196,-0.014472,-0.01492,-0.001745,-0.01912,0.004586,0.001848,0.005534,0.026405,-0.015304,-0.000215,0.009413,0.01766,-0.005451,0.020325,0.027971,0.138384,0.101304,0.116514,0.059398,0.115233,0.10813,-0.039224,-0.012271,-0.025281,-0.00376,-0.005675,0.012537,0.010089,-0.015024,0.013488,0.014413,0.005394,0.024699,0.019035,0.018651,0.00751,-0.00938,-0.017224,-0.009486,-0.009738,-0.012489,-0.015787,-0.019158,-0.008509,-0.006852,-0.008206,-0.005334,-0.007726,0.109639,-0.022456,-0.020848,-0.013904,-0.003928,0.018009,-0.003575,-0.000843,-0.027873,0.004204,0.004642,0.008004,-0.032895,-0.049,-0.068626
CVX,-0.007504,-0.010632,-0.019259,-0.021331,-0.01669,-0.025125,-0.007441,-0.013871,-0.025117,0.009477,0.002426,0.002183,0.004388,-0.005864,0.000201,0.006738,0.002226,-0.002917,-0.029138,-0.052908,-0.041819,0.003705,0.008516,-0.000614,-0.018905,0.001172,-0.001965,-0.00597,-0.003837,-0.005986,-0.009176,-0.014629,-0.032138,-0.001765,-0.009654,0.000245,-0.010967,-0.016937,-0.003588,-0.005803,-0.001902,0.009367,-0.007952,-0.000532,-0.008046,-0.022782,-0.012949,0.003669,-0.001876,-0.003347,-0.007599,-0.001226,-0.018074,0.007233,9e-05,-0.005833,-0.007939,-0.017492,-0.006313,-0.001994,0.003481,0.021399,-0.010923,-0.001096,0.003261,0.010861,-0.011573,0.010241,0.014546,0.101304,0.106602,0.103744,0.047728,0.102691,0.099077,-0.032662,-0.009314,-0.022991,-0.004233,-0.006011,0.008975,0.006872,-0.016808,0.013386,0.011213,0.005269,0.021277,0.022266,0.01594,0.004367,-0.006549,-0.013559,-0.005992,-0.006596,-0.008901,-0.014892,-0.0187,-0.005991,-0.005249,-0.006389,-0.003165,-0.00256,0.095462,-0.016648,-0.018107,-0.010607,-0.001819,0.01709,-0.002434,-0.0006,-0.016198,-0.008975,-0.010106,-0.016706,-0.023134,-0.038309,-0.065433
COP,-0.006781,-0.005398,-0.014974,-0.032558,-0.016218,-0.022154,-0.012157,-0.019222,-0.020514,0.011545,0.011699,0.010984,0.001105,0.002531,-0.000201,0.003318,0.010957,0.001615,-0.02627,-0.036068,-0.043227,0.008959,0.009566,0.006556,-0.024139,0.007351,-0.001003,-0.008035,-0.002526,-0.006747,-0.004859,-0.012556,-0.028392,-0.0042,-0.008223,0.001244,-0.008391,-0.016036,-0.010525,-0.012353,0.002687,0.015822,-0.017719,0.004594,-0.003878,-0.022314,-0.008786,0.010282,0.004548,0.005165,-0.008307,-0.00081,-0.016621,0.002231,0.006704,-0.003259,-0.003757,-0.025819,-0.003006,0.000786,0.01142,0.015178,-0.019775,0.007497,0.000482,0.008774,-0.019108,0.006351,0.012257,0.116514,0.103744,0.155472,0.057875,0.136746,0.11612,-0.047703,-0.010348,-0.021692,-0.000375,-0.00445,0.015138,0.017858,-0.010676,0.023097,0.017771,0.004703,0.017517,0.015917,0.013141,0.008848,-0.005828,-0.012678,-0.004866,-0.005791,-0.008107,-0.021155,-0.024697,-0.011188,-0.009928,-0.011578,-0.00466,0.001161,0.113146,-0.013655,-0.019845,-0.008862,-0.002393,0.020639,-0.000817,0.000958,-0.016117,-0.009607,-0.010886,-0.01512,-0.020825,-0.035988,-0.05299
SLB,0.026111,0.0014,0.017704,0.018207,0.025581,0.008566,0.039276,0.031214,0.066908,0.012276,-0.012734,0.00084,0.060494,0.029252,0.003105,0.041661,-0.008795,-0.001959,0.078632,0.054202,0.090241,-0.00436,0.032517,0.001292,0.016209,0.006647,0.009618,0.001837,0.030383,0.027197,0.021734,0.030845,0.027367,0.031849,0.013472,0.024056,0.011914,0.030953,0.037899,0.015517,0.009153,0.005658,0.064477,0.022171,0.028972,0.039293,0.038197,0.022669,0.00671,0.005612,0.046423,0.02925,0.03825,0.004227,0.005931,0.019139,0.012889,0.043339,0.01162,0.007356,0.033861,0.046944,0.04716,0.029915,0.010421,0.0159,0.018703,0.015993,0.029062,0.059398,0.047728,0.057875,0.162651,0.053911,0.072916,0.038811,0.059786,0.033113,0.01099,0.038678,0.027145,0.03885,0.071854,0.005315,0.005627,0.046706,-0.002312,0.000501,0.007498,-0.015516,0.021647,0.024597,0.042082,0.024443,0.027353,0.041105,0.051951,0.002274,0.004038,0.004658,0.013736,0.023094,0.067603,0.031658,0.044928,0.051966,0.017429,0.028971,0.027945,0.014476,0.051126,0.018585,0.020669,0.044888,0.074359,0.069914,0.169399
EOG,-0.013938,-0.014036,-0.022257,-0.029898,-0.017612,-0.036657,-0.018772,-0.021212,-0.007247,0.009596,0.000616,0.012637,0.019596,0.002694,-0.002312,0.002776,0.003365,0.007235,-0.00749,-0.035803,-0.045952,0.000699,-0.01287,0.002442,-0.013649,0.006616,0.000344,-0.002335,-0.007758,-0.000536,-4.3e-05,-0.006231,-0.02753,-0.007175,-0.005652,0.002225,-0.013196,-0.018001,-0.010826,-0.01392,-0.001309,0.006253,-0.018658,-0.007318,-0.015413,-0.033517,-0.021457,-0.00046,-0.005932,-0.009553,-0.015291,-0.010315,-0.038696,-0.002536,0.000203,-0.007191,-0.007693,-0.024406,-0.009846,0.001725,0.006188,0.017224,-0.018429,0.003142,0.003145,0.013185,-0.018529,-0.004813,0.015013,0.115233,0.102691,0.136746,0.053911,0.170817,0.122331,-0.04412,-0.012629,-0.025327,-0.005812,-0.007213,0.011737,0.023374,-0.008538,0.01601,0.010624,0.003088,0.018625,0.01794,0.006065,0.011687,-0.008875,-0.015073,-0.008799,-0.008902,-0.011981,-0.0207,-0.021379,-0.010587,-0.008954,-0.010583,-0.005767,-0.009851,0.114864,-0.01769,-0.016806,-0.013457,-0.002999,0.020099,-0.004425,-0.000529,-0.022116,-0.006056,-0.006874,-0.00677,-0.031303,-0.042729,-0.050277
PSX,-0.000141,-0.011391,-0.011974,-0.01016,-0.009203,-0.022077,0.012702,-0.011985,0.017995,0.008721,0.009274,0.021435,0.056759,4e-06,0.009835,0.040757,0.010909,0.017752,0.037836,-0.010386,-0.003005,0.016639,0.04389,0.013129,-0.015169,0.003781,-0.006789,0.008368,-0.004022,-0.001577,0.001201,-0.0049,-0.015409,-0.002968,0.002866,0.01216,-0.013472,-0.005222,0.008027,-0.010035,0.004183,0.016213,-0.006808,0.004769,0.008793,-0.012914,-0.000809,0.008628,0.01241,0.006306,0.000997,0.017259,-0.001634,0.001553,-0.005205,-0.005237,-0.002956,-0.014629,-0.01266,0.007482,0.023513,0.035922,-0.011101,0.016494,-0.006202,0.006184,-0.016776,-0.006093,0.010954,0.10813,0.099077,0.11612,0.072916,0.122331,0.198292,-0.035036,0.01331,-0.020275,-0.010819,0.007873,0.011266,0.017278,0.000752,0.014511,0.005713,0.020186,0.019788,0.015969,-0.002565,0.0034,0.001127,-0.000859,0.009626,0.001885,0.000823,-0.004695,-0.004222,-0.010616,-0.0085,-0.010159,-0.001377,0.005935,0.115485,0.000544,-0.007203,0.00015,0.000679,0.024032,0.004774,0.002422,0.004126,0.001444,0.001518,0.002955,0.003048,-0.002196,0.013988
GE,0.036749,-0.000318,0.062551,0.051349,0.03463,0.040939,0.059899,0.055344,0.068576,0.012283,-0.043375,-0.022286,0.052607,0.04429,0.010541,0.039269,-0.038409,-0.041457,0.086329,0.110235,0.139733,-0.01251,0.039905,0.004442,0.041351,-0.003921,0.028235,0.027981,0.047565,0.040065,0.051748,0.043374,0.056609,0.032246,0.036966,0.019422,0.042735,0.041364,0.028953,0.060908,0.015895,0.010543,0.085884,0.04925,0.052504,0.071193,0.062939,0.042196,0.010587,0.015721,0.055371,0.031722,0.082891,0.016493,0.002837,0.019111,0.021872,0.065612,0.026641,0.004413,0.02574,0.012988,0.064202,0.018963,0.01596,0.005672,0.018973,0.009783,0.00986,-0.039224,-0.032662,-0.047703,0.038811,-0.04412,-0.035036,0.199005,0.086033,0.077171,0.07586,0.054324,0.034236,0.05313,0.114671,0.03303,0.041622,0.06045,-0.012121,-0.004601,0.000909,0.021403,0.035126,0.042307,0.04835,0.037812,0.044721,0.061697,0.06432,0.00473,0.007288,0.009466,0.018335,0.039863,-0.025239,0.049848,0.08073,0.101614,0.031606,0.017532,0.039209,0.022909,0.081527,0.021852,0.024657,0.029177,0.120462,0.119674,0.236255
CAT,0.030358,-0.012814,0.044157,0.058724,0.030245,0.019962,0.052559,0.079411,0.127237,0.030869,-0.039343,-0.028805,0.07942,0.06474,0.006287,0.065995,-0.059273,-0.052603,0.101141,0.125807,0.173173,0.000702,0.049619,0.002488,0.048583,0.009934,0.017139,0.022642,0.028821,0.032901,0.045788,0.054224,0.043402,0.029372,0.035855,0.018721,0.019404,0.027771,0.027012,0.012898,0.023918,0.016963,0.052684,0.048026,0.039072,0.076925,0.056268,0.043051,0.003342,-0.00609,0.066094,0.036515,0.059969,0.001877,-0.008067,0.001834,0.0352,0.05123,0.010616,0.013033,0.025261,0.015611,0.056449,0.02759,-0.001537,0.010604,0.012614,0.015399,0.010973,-0.012271,-0.009314,-0.010348,0.059786,-0.012629,0.01331,0.086033,0.152022,0.048492,0.035965,0.044704,0.036841,0.079256,0.148323,0.022683,0.015753,0.055295,0.001251,0.007306,0.017053,-0.005906,0.033913,0.043127,0.059398,0.037515,0.043148,0.058184,0.065191,0.002278,0.004266,0.005798,0.016807,0.031113,0.003773,0.056999,0.071719,0.097332,0.024071,0.023578,0.042,0.020589,0.08914,0.026834,0.030252,0.053273,0.116264,0.122528,0.306339
BA,0.028338,0.025403,0.038427,0.035212,0.030164,0.029307,0.047577,0.044534,0.071322,0.038061,0.003729,0.015522,0.036235,0.038603,0.011879,0.023278,0.019054,0.02424,0.061145,0.077483,0.081279,0.032835,0.070393,0.049183,0.042654,0.015139,0.013746,0.005516,0.023318,0.027487,0.036455,0.039159,0.029073,0.029913,0.021944,0.016387,0.031845,0.050698,0.018087,0.019251,0.018671,0.022466,0.065831,0.031356,0.032873,0.05328,0.045036,0.029133,0.004401,0.008799,0.04176,0.028193,0.049264,0.009436,0.022675,0.028991,0.023817,0.050051,0.019899,0.015904,0.026771,0.010149,0.046149,0.023279,0.003981,0.002493,0.013797,0.026831,0.016992,-0.025281,-0.022991,-0.021692,0.033113,-0.025327,-0.020275,0.077171,0.048492,0.144628,0.044018,0.035928,0.020815,0.024654,0.065619,0.022387,0.026452,0.050184,-0.008803,-0.005035,0.024364,0.015312,0.028111,0.035212,0.040747,0.03076,0.035622,0.046836,0.050577,0.006886,0.008219,0.0104,0.015821,0.02995,-0.014321,0.043875,0.062737,0.067396,0.022932,0.015243,0.030804,0.016349,0.08262,0.021359,0.023993,0.030189,0.095623,0.099325,0.174469
RTX,0.00543,-0.004393,0.015904,0.019751,0.007082,0.008916,0.021774,0.012717,0.008492,0.005299,-0.020442,-0.016298,0.011575,0.012903,0.01215,0.009816,-0.015492,-0.016501,-0.002865,0.044532,0.037451,-0.005375,0.034598,0.004611,0.020857,-0.004288,0.026403,0.020222,0.027614,0.015918,0.038677,0.028791,0.021365,0.023969,0.025409,0.013756,0.025856,0.012765,0.017789,0.019883,-0.003116,0.010733,0.040177,0.023437,0.016468,0.029306,0.02059,0.016746,0.005059,0.007581,0.016453,0.011643,0.030147,0.003438,0.007469,0.009008,0.013864,0.023372,0.018444,0.006204,0.006454,0.000747,0.024126,0.00457,0.010635,0.006831,0.006443,0.010127,0.009598,-0.00376,-0.004233,-0.000375,0.01099,-0.005812,-0.010819,0.07586,0.035965,0.044018,0.096721,0.037988,0.014934,0.036769,0.044401,0.054151,0.065751,0.025292,-0.001251,0.002804,0.011147,0.009891,0.012992,0.012306,0.020982,0.014441,0.016389,0.027048,0.024628,0.00278,0.003432,0.004523,0.007645,0.017261,-0.000185,0.013126,0.045577,0.052764,0.018587,0.012319,0.017843,0.01133,0.039174,0.014083,0.015987,0.013545,0.044229,0.034509,0.063001
HON,0.020135,-0.00356,0.016997,0.018982,0.019228,0.024608,0.029798,0.011064,0.021746,-0.000668,-0.009357,0.000886,0.03345,0.012191,0.01833,0.025876,-0.01411,-0.006707,0.035699,0.029188,0.056563,0.000306,0.015326,0.001629,0.028471,0.001578,0.019557,0.016558,0.030932,0.02875,0.04246,0.023295,0.040498,0.022489,0.027971,0.022595,0.026855,0.021905,0.025627,0.019332,0.004361,0.010423,0.061056,0.025207,0.026427,0.033455,0.024131,0.021327,0.011255,0.01834,0.038043,0.02695,0.037203,0.008926,0.008948,0.014,0.019614,0.044195,0.024265,0.012905,0.019993,0.023254,0.043021,0.023042,0.011227,0.016543,0.023514,0.012676,0.012374,-0.005675,-0.006011,-0.00445,0.038678,-0.007213,0.007873,0.054324,0.044704,0.035928,0.037988,0.068906,0.019448,0.042426,0.045809,0.03325,0.030733,0.056013,0.000435,0.002935,0.015377,0.009358,0.01806,0.019066,0.030242,0.019865,0.022838,0.035907,0.033521,0.006793,0.006328,0.007715,0.011244,0.024436,0.000795,0.019241,0.054019,0.051332,0.024645,0.017055,0.024074,0.013904,0.043714,0.015773,0.017772,0.029256,0.061517,0.053787,0.086019
UNP,0.014932,-0.015243,0.00319,0.009485,0.010156,0.007197,0.00614,-0.0008,0.003294,-0.014426,-0.030334,-0.013277,0.017617,0.049057,-0.005324,0.014664,-0.031939,-0.056817,0.00832,-0.001385,0.028289,-0.020861,-0.025266,-0.027345,0.01394,0.003513,0.015768,0.011578,0.020821,0.019369,0.019514,0.027562,0.011291,0.018925,0.018992,0.011587,0.020595,0.006882,-0.007546,0.013601,0.017543,0.015229,0.03844,0.022329,0.017707,0.023564,0.01576,0.019967,0.004616,0.008039,0.025311,0.013237,0.0219,0.019213,-0.002912,-0.002135,0.014367,0.03285,0.022483,0.008684,0.013495,0.016568,0.037395,0.013484,0.012432,0.017113,0.017393,0.01487,0.019223,0.012537,0.008975,0.015138,0.027145,0.011737,0.011266,0.034236,0.036841,0.020815,0.014934,0.019448,0.056264,0.037803,0.037342,-0.001603,0.01134,0.033185,0.014118,0.019008,0.033791,0.001984,0.010176,0.007658,0.018438,0.011296,0.012734,0.015897,0.011584,0.001615,0.001916,0.002528,0.005994,0.017035,0.01516,0.004625,0.03231,0.042055,0.018936,0.018117,0.017565,0.011195,0.0111,0.002945,0.003344,-0.000451,0.034473,0.021803,0.059461
DE,0.014163,-0.023839,-0.004403,0.025171,0.004485,0.00017,0.007062,0.006489,0.004513,-0.021593,-0.043241,-0.019521,0.029724,0.043629,0.002971,0.043125,-0.060985,-0.052248,0.002283,0.017571,0.049556,-0.006388,-0.023978,0.000485,0.041603,0.007964,0.026256,0.016597,0.036134,0.035816,0.05174,0.035153,0.040894,0.026604,0.037459,0.015853,0.031679,0.013544,0.014824,0.020077,0.02572,0.02595,0.046776,0.032633,0.020026,0.031962,0.021763,0.026154,0.005271,0.000388,0.034679,0.027741,0.026593,0.012961,-0.004819,-0.001375,0.028657,0.049265,0.02394,0.018823,0.025664,0.022529,0.056144,0.02328,0.009351,0.02147,0.020738,0.019712,0.014547,0.010089,0.006872,0.017858,0.03885,0.023374,0.017278,0.05313,0.079256,0.024654,0.036769,0.042426,0.037803,0.145542,0.072922,0.030847,0.027716,0.056401,0.010079,0.024998,0.041214,-0.00478,0.01486,0.010948,0.033374,0.017424,0.018668,0.031799,0.02729,0.001318,0.002176,0.003138,0.009532,0.021464,0.019263,0.007889,0.068373,0.071039,0.024961,0.026936,0.02701,0.016481,0.030258,0.011686,0.013168,0.021185,0.050352,0.030752,0.082762
ETN,0.035528,0.000469,0.074243,0.05791,0.048007,0.033186,0.066488,0.11901,0.176133,0.048251,-0.049357,-0.041521,0.091056,0.084064,0.00912,0.083324,-0.059906,-0.064582,0.133558,0.188282,0.231973,0.007368,0.052952,-0.000759,0.049615,0.009329,0.011139,0.015105,0.021911,0.039657,0.06274,0.041835,0.05576,0.020308,0.030427,0.01891,0.023324,0.039684,0.024314,0.008544,0.015338,0.009718,0.064257,0.057357,0.048631,0.082755,0.067412,0.045955,0.008516,0.001775,0.072151,0.041282,0.074301,0.007079,-0.011602,-0.002126,0.032339,0.060686,0.014494,0.012066,0.034696,0.024928,0.06134,0.036891,0.005332,0.009376,0.010854,0.01612,0.013591,-0.015024,-0.016808,-0.010676,0.071854,-0.008538,0.000752,0.114671,0.148323,0.065619,0.044401,0.045809,0.037342,0.072922,0.263272,0.010827,0.008389,0.068722,-0.006649,-0.006147,0.009678,0.002203,0.04398,0.058363,0.068185,0.048075,0.055846,0.06667,0.079616,-0.001763,0.002769,0.003959,0.018452,0.037851,0.003858,0.081474,0.068267,0.118126,0.028698,0.024787,0.051533,0.025669,0.10445,0.030908,0.034585,0.062264,0.150604,0.16604,0.424108
LMT,-0.007517,-0.008704,-0.000769,0.004611,-0.009589,0.000432,0.010379,0.001565,0.012159,0.021023,-0.000836,0.000895,-0.000545,-0.0135,0.021142,0.012352,-0.008463,0.007599,-0.000883,0.022289,0.025537,-0.001768,0.027351,0.023581,0.00547,-0.000958,0.015198,0.012389,0.014682,0.000181,0.021509,0.000669,0.006038,0.011156,0.012193,0.010325,0.010656,-0.008197,0.015344,0.009449,-0.002634,0.016334,0.014483,0.009095,0.007728,0.005534,0.007826,0.010902,-0.001643,-0.000397,0.007384,0.000457,0.007912,-0.008884,0.019506,0.014301,0.012156,0.009162,0.010962,0.013281,-0.00062,-0.006948,0.009903,0.001411,6.6e-05,0.002388,-0.003118,0.005229,0.00841,0.013488,0.013386,0.023097,0.005315,0.01601,0.014511,0.03303,0.022683,0.022387,0.054151,0.03325,-0.001603,0.030847,0.010827,0.112627,0.065087,0.01396,0.000592,0.005336,-0.000367,0.009234,0.003873,0.001744,0.010805,0.004828,0.004842,0.01258,0.007722,0.000728,0.000817,0.001121,0.00277,0.006446,0.013345,0.002266,0.021415,0.02852,0.00764,0.009392,0.008621,0.005056,0.025079,0.009419,0.010807,0.004505,0.012908,0.004584,0.013135
NOC,-0.00586,-0.012879,-0.006332,0.001027,-0.011233,-0.00306,0.006834,-0.016412,-0.017495,-0.005736,-0.01674,-0.015696,-0.00411,0.005338,0.002989,-0.011546,-0.016728,-0.019983,-0.005836,0.00171,0.003949,-0.025247,0.00336,-0.00522,0.006144,-0.006321,0.029209,0.010142,0.025374,0.012032,0.024737,0.010976,0.009826,0.022189,0.01709,0.012679,0.020326,-0.005136,0.011817,0.017043,-0.002578,0.020057,0.033903,0.010871,0.005983,0.004193,0.004025,0.008595,0.000996,0.001956,0.004986,-0.004256,0.010201,-0.000754,0.005278,0.006158,0.00855,0.010123,0.017275,0.010401,0.000906,-0.00541,0.012237,-0.003795,0.00681,0.012616,0.007416,0.006125,0.01435,0.014413,0.011213,0.017771,0.005627,0.010624,0.005713,0.041622,0.015753,0.026452,0.065751,0.030733,0.01134,0.027716,0.008389,0.065087,0.099414,0.016809,0.00257,0.005357,0.012785,0.00401,0.002006,-0.002896,0.009862,0.002976,0.002433,0.009584,0.002374,0.002248,0.00222,0.002936,0.00209,0.007364,0.010828,-0.007379,0.027865,0.032214,0.012219,0.011882,0.00791,0.005288,0.018112,0.021008,0.023688,0.014336,0.006537,-0.008641,-0.01089
DIS,0.032574,0.023707,0.036654,0.041251,0.039724,0.03952,0.06703,0.04108,0.054795,0.041984,0.047705,0.057629,0.0873,0.028416,0.038552,0.056855,0.045203,0.050535,0.050736,0.035292,0.084377,0.053362,0.055929,0.070231,0.047552,0.014036,0.000481,0.016488,0.028129,0.041261,0.041287,0.030155,0.062187,0.032582,0.045304,0.043207,0.04486,0.062786,0.056647,0.026827,0.025065,0.020861,0.130996,0.062324,0.057552,0.07688,0.067891,0.039001,0.025014,0.037633,0.080514,0.069124,0.083472,0.025359,0.039154,0.048753,0.006613,0.070161,0.020936,0.003599,0.046548,0.057564,0.068025,0.033382,0.003549,0.018059,0.016632,0.012061,0.010279,0.005394,0.005269,0.004703,0.046706,0.003088,0.020186,0.06045,0.055295,0.050184,0.025292,0.056013,0.033185,0.056401,0.068722,0.01396,0.016809,0.257353,-0.004893,0.003112,0.042427,0.023418,0.037126,0.0417,0.054914,0.040516,0.046642,0.048983,0.046544,0.009726,0.008806,0.010764,0.018216,0.060261,0.013734,0.048817,0.088267,0.073224,0.039189,0.03052,0.044252,0.024447,0.100712,0.023878,0.026874,0.042171,0.126338,0.118139,0.164534
